coupe,num_coupe,dimension,labels
Coronal,123,256*128,"[('Unknown', 20224), ('white matter of left cerebral hemisphere', 2234), ('cortex of left cerebral hemisphere', 3228), ('left cerebellar cortex', 157), ('left thalamus', 35), ('left caudate nucleus', 2), ('left putamen', 142), ('left globus pallidus', 15), ('third ventricle', 25), ('fourth ventricle', 8), ('brainstem', 155), ('left hippocampus', 73), ('left nucleus accumbens', 51), ('left ventral diencephalon', 210), ('left vessel', 12), ('white matter of right cerebral hemisphere', 2151), ('cortex of right cerebral hemisphere', 3357), ('right cerebellar cortex', 141), ('right thalamus proper', 20), ('right caudate nucleus', 2), ('right putamen', 161), ('right globus pallidus', 28), ('right hippocampus', 79), ('right nucleus accumbens', 42), ('right ventral diencephalon', 214), ('right vessel', 2)]"
Coronal,124,256*128,"[('Unknown', 20058), ('white matter of left cerebral hemisphere', 2301), ('cortex of left cerebral hemisphere', 3208), ('temporal horn of left lateral ventricle', 1), ('left cerebellar cortex', 143), ('left thalamus', 50), ('left caudate nucleus', 7), ('left putamen', 160), ('left globus pallidus', 62), ('third ventricle', 41), ('fourth ventricle', 7), ('brainstem', 151), ('left hippocampus', 52), ('left nucleus accumbens', 58), ('left ventral diencephalon', 192), ('left vessel', 1), ('white matter of right cerebral hemisphere', 2143), ('cortex of right cerebral hemisphere', 3406), ('right cerebellar cortex', 124), ('right thalamus proper', 29), ('right caudate nucleus', 8), ('right putamen', 169), ('right globus pallidus', 87), ('right hippocampus', 59), ('right nucleus accumbens', 48), ('right ventral diencephalon', 203)]"
Coronal,125,256*128,"[('Unknown', 19949), ('white matter of left cerebral hemisphere', 2317), ('cortex of left cerebral hemisphere', 3194), ('left cerebellar cortex', 126), ('left thalamus', 80), ('left caudate nucleus', 18), ('left putamen', 168), ('left globus pallidus', 121), ('third ventricle', 61), ('fourth ventricle', 7), ('brainstem', 133), ('left hippocampus', 47), ('left nucleus accumbens', 50), ('left ventral diencephalon', 182), ('white matter of right cerebral hemisphere', 2246), ('cortex of right cerebral hemisphere', 3309), ('right cerebellar cortex', 106), ('right thalamus proper', 74), ('right caudate nucleus', 14), ('right putamen', 170), ('right globus pallidus', 121), ('right hippocampus', 47), ('right nucleus accumbens', 50), ('right ventral diencephalon', 178)]"
Coronal,126,256*128,"[('Unknown', 19915), ('white matter of left cerebral hemisphere', 2346), ('cortex of left cerebral hemisphere', 3197), ('left cerebellar cortex', 109), ('left thalamus', 111), ('left caudate nucleus', 29), ('left putamen', 172), ('left globus pallidus', 151), ('third ventricle', 77), ('fourth ventricle', 2), ('brainstem', 88), ('left hippocampus', 48), ('left nucleus accumbens', 41), ('left ventral diencephalon', 151), ('white matter of right cerebral hemisphere', 2315), ('cortex of right cerebral hemisphere', 3247), ('right cerebellar cortex', 84), ('right thalamus proper', 126), ('right caudate nucleus', 21), ('right putamen', 189), ('right globus pallidus', 133), ('right hippocampus', 38), ('right nucleus accumbens', 44), ('right ventral diencephalon', 134)]"
Coronal,127,256*128,"[('Unknown', 19849), ('white matter of left cerebral hemisphere', 2422), ('cortex of left cerebral hemisphere', 3180), ('left cerebellar cortex', 88), ('left thalamus', 195), ('left caudate nucleus', 41), ('left putamen', 172), ('left globus pallidus', 158), ('third ventricle', 89), ('fourth ventricle', 1), ('brainstem', 60), ('left hippocampus', 43), ('cerebrospinal fluid', 5), ('left nucleus accumbens', 32), ('left ventral diencephalon', 61), ('white matter of right cerebral hemisphere', 2360), ('cortex of right cerebral hemisphere', 3232), ('right lateral ventricle', 4), ('right cerebellar cortex', 68), ('right thalamus proper', 207), ('right caudate nucleus', 33), ('right putamen', 195), ('right globus pallidus', 136), ('right hippocampus', 47), ('right nucleus accumbens', 34), ('right ventral diencephalon', 56)]"
Coronal,128,256*128,"[('Unknown', 19737), ('white matter of left cerebral hemisphere', 2508), ('cortex of left cerebral hemisphere', 3152), ('left lateral ventricle', 11), ('left cerebellar cortex', 72), ('left thalamus', 266), ('left caudate nucleus', 59), ('left putamen', 166), ('left globus pallidus', 147), ('third ventricle', 91), ('brainstem', 23), ('left hippocampus', 41), ('cerebrospinal fluid', 28), ('left nucleus accumbens', 15), ('left ventral diencephalon', 15), ('white matter of right cerebral hemisphere', 2434), ('cortex of right cerebral hemisphere', 3209), ('right lateral ventricle', 17), ('right cerebellar cortex', 59), ('right thalamus proper', 271), ('right caudate nucleus', 52), ('right putamen', 190), ('right globus pallidus', 136), ('right hippocampus', 39), ('right nucleus accumbens', 23), ('right ventral diencephalon', 7)]"
Coronal,129,256*128,"[('Unknown', 19682), ('white matter of left cerebral hemisphere', 2526), ('cortex of left cerebral hemisphere', 3113), ('left lateral ventricle', 41), ('left cerebellar cortex', 59), ('left thalamus', 310), ('left caudate nucleus', 76), ('left putamen', 173), ('left globus pallidus', 134), ('third ventricle', 89), ('brainstem', 1), ('left hippocampus', 47), ('cerebrospinal fluid', 40), ('left nucleus accumbens', 3), ('left ventral diencephalon', 4), ('white matter of right cerebral hemisphere', 2389), ('cortex of right cerebral hemisphere', 3257), ('right lateral ventricle', 45), ('right cerebellar cortex', 49), ('right thalamus proper', 310), ('right caudate nucleus', 68), ('right putamen', 176), ('right globus pallidus', 128), ('right hippocampus', 37), ('right nucleus accumbens', 11)]"
Coronal,130,256*128,"[('Unknown', 19668), ('white matter of left cerebral hemisphere', 2495), ('cortex of left cerebral hemisphere', 3061), ('left lateral ventricle', 134), ('left cerebellar cortex', 49), ('left thalamus', 334), ('left caudate nucleus', 83), ('left putamen', 175), ('left globus pallidus', 124), ('third ventricle', 77), ('left hippocampus', 54), ('cerebrospinal fluid', 37), ('left nucleus accumbens', 1), ('left ventral diencephalon', 1), ('white matter of right cerebral hemisphere', 2380), ('cortex of right cerebral hemisphere', 3236), ('right lateral ventricle', 64), ('right cerebellar cortex', 38), ('right thalamus proper', 342), ('right caudate nucleus', 78), ('right putamen', 171), ('right globus pallidus', 116), ('right hippocampus', 46), ('right nucleus accumbens', 4)]"
Coronal,131,256*128,"[('Unknown', 19652), ('white matter of left cerebral hemisphere', 2475), ('cortex of left cerebral hemisphere', 3066), ('left lateral ventricle', 182), ('left cerebellar cortex', 40), ('left thalamus', 350), ('left caudate nucleus', 79), ('left putamen', 177), ('left globus pallidus', 98), ('third ventricle', 64), ('left hippocampus', 50), ('cerebrospinal fluid', 33), ('white matter of right cerebral hemisphere', 2468), ('cortex of right cerebral hemisphere', 3128), ('right lateral ventricle', 98), ('right cerebellar cortex', 31), ('right thalamus proper', 375), ('right caudate nucleus', 82), ('right putamen', 171), ('right globus pallidus', 105), ('right hippocampus', 44)]"
Coronal,132,256*128,"[('Unknown', 19660), ('white matter of left cerebral hemisphere', 2351), ('cortex of left cerebral hemisphere', 3174), ('left lateral ventricle', 213), ('left cerebellar cortex', 31), ('left thalamus', 368), ('left caudate nucleus', 76), ('left putamen', 171), ('left globus pallidus', 79), ('third ventricle', 53), ('left hippocampus', 39), ('cerebrospinal fluid', 30), ('white matter of right cerebral hemisphere', 2493), ('cortex of right cerebral hemisphere', 3094), ('right lateral ventricle', 139), ('right cerebellar cortex', 20), ('right thalamus proper', 392), ('right caudate nucleus', 83), ('right putamen', 175), ('right globus pallidus', 85), ('right hippocampus', 42)]"
Coronal,133,256*128,"[('Unknown', 19628), ('white matter of left cerebral hemisphere', 2250), ('cortex of left cerebral hemisphere', 3276), ('left lateral ventricle', 234), ('left cerebellar cortex', 24), ('left thalamus', 386), ('left caudate nucleus', 81), ('left putamen', 175), ('left globus pallidus', 65), ('third ventricle', 40), ('left hippocampus', 25), ('cerebrospinal fluid', 28), ('white matter of right cerebral hemisphere', 2489), ('cortex of right cerebral hemisphere', 3082), ('right lateral ventricle', 174), ('right cerebellar cortex', 10), ('right thalamus proper', 418), ('right caudate nucleus', 83), ('right putamen', 179), ('right globus pallidus', 78), ('right hippocampus', 43)]"
Coronal,134,256*128,"[('Unknown', 19634), ('white matter of left cerebral hemisphere', 2241), ('cortex of left cerebral hemisphere', 3288), ('left lateral ventricle', 251), ('left cerebellar cortex', 9), ('left thalamus', 395), ('left caudate nucleus', 92), ('left putamen', 169), ('left globus pallidus', 51), ('third ventricle', 30), ('left hippocampus', 15), ('cerebrospinal fluid', 30), ('white matter of right cerebral hemisphere', 2469), ('cortex of right cerebral hemisphere', 3118), ('right lateral ventricle', 202), ('right cerebellar cortex', 3), ('right thalamus proper', 416), ('right caudate nucleus', 96), ('right putamen', 187), ('right globus pallidus', 52), ('right hippocampus', 20)]"
Coronal,135,256*128,"[('Unknown', 19654), ('white matter of left cerebral hemisphere', 2399), ('cortex of left cerebral hemisphere', 3178), ('left lateral ventricle', 250), ('left thalamus', 382), ('left caudate nucleus', 101), ('left putamen', 161), ('left globus pallidus', 38), ('third ventricle', 21), ('left hippocampus', 3), ('cerebrospinal fluid', 34), ('white matter of right cerebral hemisphere', 2509), ('cortex of right cerebral hemisphere', 3109), ('right lateral ventricle', 213), ('right thalamus proper', 408), ('right caudate nucleus', 96), ('right putamen', 175), ('right globus pallidus', 27), ('right hippocampus', 10)]"
Coronal,136,256*128,"[('Unknown', 19702), ('white matter of left cerebral hemisphere', 2441), ('cortex of left cerebral hemisphere', 3157), ('left lateral ventricle', 253), ('left thalamus', 375), ('left caudate nucleus', 97), ('left putamen', 144), ('left globus pallidus', 27), ('third ventricle', 5), ('cerebrospinal fluid', 51), ('white matter of right cerebral hemisphere', 2500), ('cortex of right cerebral hemisphere', 3128), ('right lateral ventricle', 221), ('right thalamus proper', 396), ('right caudate nucleus', 99), ('right putamen', 155), ('right globus pallidus', 17)]"
Coronal,137,256*128,"[('Unknown', 19693), ('white matter of left cerebral hemisphere', 2428), ('cortex of left cerebral hemisphere', 3216), ('left lateral ventricle', 266), ('left thalamus', 362), ('left caudate nucleus', 97), ('left putamen', 132), ('left globus pallidus', 16), ('third ventricle', 2), ('cerebrospinal fluid', 56), ('white matter of right cerebral hemisphere', 2399), ('cortex of right cerebral hemisphere', 3227), ('right lateral ventricle', 236), ('right thalamus proper', 385), ('right caudate nucleus', 95), ('right putamen', 145), ('right globus pallidus', 13)]"
Coronal,138,256*128,"[('Unknown', 19673), ('white matter of left cerebral hemisphere', 2396), ('cortex of left cerebral hemisphere', 3303), ('left lateral ventricle', 280), ('left thalamus', 345), ('left caudate nucleus', 101), ('left putamen', 124), ('left globus pallidus', 11), ('third ventricle', 2), ('cerebrospinal fluid', 59), ('white matter of right cerebral hemisphere', 2340), ('cortex of right cerebral hemisphere', 3283), ('right lateral ventricle', 246), ('right thalamus proper', 375), ('right caudate nucleus', 91), ('right putamen', 133), ('right globus pallidus', 6)]"
Coronal,139,256*128,"[('Unknown', 19664), ('white matter of left cerebral hemisphere', 2349), ('cortex of left cerebral hemisphere', 3385), ('left lateral ventricle', 285), ('left thalamus', 319), ('left caudate nucleus', 102), ('left putamen', 109), ('left globus pallidus', 4), ('cerebrospinal fluid', 79), ('white matter of right cerebral hemisphere', 2319), ('cortex of right cerebral hemisphere', 3337), ('right lateral ventricle', 265), ('right thalamus proper', 347), ('right caudate nucleus', 87), ('right putamen', 117)]"
Coronal,140,256*128,"[('Unknown', 19694), ('white matter of left cerebral hemisphere', 2283), ('cortex of left cerebral hemisphere', 3446), ('left lateral ventricle', 310), ('left thalamus', 299), ('left caudate nucleus', 100), ('left putamen', 86), ('cerebrospinal fluid', 99), ('white matter of right cerebral hemisphere', 2378), ('cortex of right cerebral hemisphere', 3299), ('right lateral ventricle', 277), ('right thalamus proper', 315), ('right caudate nucleus', 92), ('right putamen', 90)]"
Coronal,141,256*128,"[('Unknown', 19739), ('white matter of left cerebral hemisphere', 2297), ('cortex of left cerebral hemisphere', 3430), ('left lateral ventricle', 319), ('left thalamus', 272), ('left caudate nucleus', 102), ('left putamen', 60), ('cerebrospinal fluid', 113), ('white matter of right cerebral hemisphere', 2494), ('cortex of right cerebral hemisphere', 3208), ('right lateral ventricle', 289), ('right thalamus proper', 292), ('right caudate nucleus', 90), ('right putamen', 63)]"
Coronal,142,256*128,"[('Unknown', 19757), ('white matter of left cerebral hemisphere', 2314), ('cortex of left cerebral hemisphere', 3431), ('left lateral ventricle', 340), ('left thalamus', 251), ('left caudate nucleus', 101), ('left putamen', 32), ('cerebrospinal fluid', 99), ('white matter of right cerebral hemisphere', 2489), ('cortex of right cerebral hemisphere', 3248), ('right lateral ventricle', 304), ('right thalamus proper', 264), ('right caudate nucleus', 95), ('right putamen', 43)]"
Coronal,143,256*128,"[('Unknown', 19790), ('white matter of left cerebral hemisphere', 2361), ('cortex of left cerebral hemisphere', 3437), ('left lateral ventricle', 358), ('left thalamus', 207), ('left caudate nucleus', 101), ('left putamen', 13), ('cerebrospinal fluid', 66), ('white matter of right cerebral hemisphere', 2565), ('cortex of right cerebral hemisphere', 3220), ('right lateral ventricle', 325), ('right thalamus proper', 222), ('right caudate nucleus', 98), ('right putamen', 5)]"
Coronal,144,256*128,"[('Unknown', 19836), ('white matter of left cerebral hemisphere', 2471), ('cortex of left cerebral hemisphere', 3360), ('left lateral ventricle', 372), ('left thalamus', 169), ('left caudate nucleus', 99), ('left putamen', 3), ('cerebrospinal fluid', 14), ('white matter of right cerebral hemisphere', 2640), ('cortex of right cerebral hemisphere', 3190), ('right lateral ventricle', 335), ('right thalamus proper', 177), ('right caudate nucleus', 102)]"
Coronal,145,256*128,"[('Unknown', 19892), ('white matter of left cerebral hemisphere', 2555), ('cortex of left cerebral hemisphere', 3324), ('left lateral ventricle', 376), ('left thalamus', 129), ('left caudate nucleus', 91), ('white matter of right cerebral hemisphere', 2716), ('cortex of right cerebral hemisphere', 3111), ('right lateral ventricle', 349), ('right thalamus proper', 121), ('right caudate nucleus', 104)]"
Coronal,146,256*128,"[('Unknown', 19939), ('white matter of left cerebral hemisphere', 2746), ('cortex of left cerebral hemisphere', 3168), ('left lateral ventricle', 383), ('left thalamus', 73), ('left caudate nucleus', 85), ('white matter of right cerebral hemisphere', 2753), ('cortex of right cerebral hemisphere', 3082), ('right lateral ventricle', 375), ('right thalamus proper', 56), ('right caudate nucleus', 108)]"
Coronal,147,256*128,"[('Unknown', 20028), ('white matter of left cerebral hemisphere', 2853), ('cortex of left cerebral hemisphere', 3058), ('left lateral ventricle', 371), ('left thalamus', 24), ('left caudate nucleus', 82), ('white matter of right cerebral hemisphere', 2719), ('cortex of right cerebral hemisphere', 3116), ('right lateral ventricle', 375), ('right thalamus proper', 20), ('right caudate nucleus', 122)]"
Coronal,148,256*128,"[('Unknown', 20134), ('white matter of left cerebral hemisphere', 2885), ('cortex of left cerebral hemisphere', 3028), ('left lateral ventricle', 306), ('left thalamus', 1), ('left caudate nucleus', 91), ('white matter of right cerebral hemisphere', 2761), ('cortex of right cerebral hemisphere', 3117), ('right lateral ventricle', 318), ('right caudate nucleus', 127)]"
Coronal,149,256*128,"[('Unknown', 20219), ('white matter of left cerebral hemisphere', 2983), ('cortex of left cerebral hemisphere', 2973), ('left lateral ventricle', 236), ('left caudate nucleus', 83), ('white matter of right cerebral hemisphere', 2875), ('cortex of right cerebral hemisphere', 3048), ('right lateral ventricle', 236), ('right caudate nucleus', 115)]"
Coronal,150,256*128,"[('Unknown', 20298), ('white matter of left cerebral hemisphere', 3043), ('cortex of left cerebral hemisphere', 2959), ('left lateral ventricle', 164), ('left caudate nucleus', 70), ('white matter of right cerebral hemisphere', 3018), ('cortex of right cerebral hemisphere', 2957), ('right lateral ventricle', 166), ('right caudate nucleus', 93)]"
Coronal,151,256*128,"[('Unknown', 20374), ('white matter of left cerebral hemisphere', 3111), ('cortex of left cerebral hemisphere', 2931), ('left lateral ventricle', 114), ('left caudate nucleus', 49), ('white matter of right cerebral hemisphere', 3121), ('cortex of right cerebral hemisphere', 2875), ('right lateral ventricle', 122), ('right caudate nucleus', 71)]"
Coronal,152,256*128,"[('Unknown', 20411), ('white matter of left cerebral hemisphere', 3136), ('cortex of left cerebral hemisphere', 2952), ('left lateral ventricle', 74), ('left caudate nucleus', 25), ('white matter of right cerebral hemisphere', 3190), ('cortex of right cerebral hemisphere', 2853), ('right lateral ventricle', 86), ('right caudate nucleus', 41)]"
Coronal,153,256*128,"[('Unknown', 20478), ('white matter of left cerebral hemisphere', 3189), ('cortex of left cerebral hemisphere', 2931), ('left lateral ventricle', 13), ('left caudate nucleus', 10), ('white matter of right cerebral hemisphere', 3168), ('cortex of right cerebral hemisphere', 2910), ('right lateral ventricle', 52), ('right caudate nucleus', 17)]"
Coronal,154,256*128,"[('Unknown', 20544), ('white matter of left cerebral hemisphere', 3181), ('cortex of left cerebral hemisphere', 2920), ('white matter of right cerebral hemisphere', 3095), ('cortex of right cerebral hemisphere', 3011), ('right lateral ventricle', 15), ('right caudate nucleus', 2)]"
Coronal,155,256*128,"[('Unknown', 20655), ('white matter of left cerebral hemisphere', 3019), ('cortex of left cerebral hemisphere', 3018), ('white matter of right cerebral hemisphere', 3011), ('cortex of right cerebral hemisphere', 3065)]"
Coronal,156,256*128,"[('Unknown', 20782), ('white matter of left cerebral hemisphere', 2777), ('cortex of left cerebral hemisphere', 3172), ('white matter of right cerebral hemisphere', 3028), ('cortex of right cerebral hemisphere', 3009)]"
Coronal,157,256*128,"[('Unknown', 20879), ('white matter of left cerebral hemisphere', 2629), ('cortex of left cerebral hemisphere', 3265), ('white matter of right cerebral hemisphere', 3009), ('cortex of right cerebral hemisphere', 2986)]"
Coronal,158,256*128,"[('Unknown', 20994), ('white matter of left cerebral hemisphere', 2528), ('cortex of left cerebral hemisphere', 3312), ('white matter of right cerebral hemisphere', 2862), ('cortex of right cerebral hemisphere', 3072)]"
Coronal,159,256*128,"[('Unknown', 21123), ('white matter of left cerebral hemisphere', 2399), ('cortex of left cerebral hemisphere', 3384), ('white matter of right cerebral hemisphere', 2569), ('cortex of right cerebral hemisphere', 3293)]"
Coronal,160,256*128,"[('Unknown', 21291), ('white matter of left cerebral hemisphere', 2245), ('cortex of left cerebral hemisphere', 3450), ('white matter of right cerebral hemisphere', 2326), ('cortex of right cerebral hemisphere', 3456)]"
Coronal,161,256*128,"[('Unknown', 21554), ('white matter of left cerebral hemisphere', 2113), ('cortex of left cerebral hemisphere', 3453), ('white matter of right cerebral hemisphere', 2132), ('cortex of right cerebral hemisphere', 3516)]"
Coronal,162,256*128,"[('Unknown', 21780), ('white matter of left cerebral hemisphere', 1925), ('cortex of left cerebral hemisphere', 3529), ('white matter of right cerebral hemisphere', 1913), ('cortex of right cerebral hemisphere', 3621)]"
Coronal,163,256*128,"[('Unknown', 21983), ('white matter of left cerebral hemisphere', 1868), ('cortex of left cerebral hemisphere', 3510), ('white matter of right cerebral hemisphere', 1809), ('cortex of right cerebral hemisphere', 3598)]"
Coronal,164,256*128,"[('Unknown', 22214), ('white matter of left cerebral hemisphere', 1821), ('cortex of left cerebral hemisphere', 3467), ('white matter of right cerebral hemisphere', 1760), ('cortex of right cerebral hemisphere', 3506)]"
Coronal,165,256*128,"[('Unknown', 22447), ('white matter of left cerebral hemisphere', 1763), ('cortex of left cerebral hemisphere', 3391), ('white matter of right cerebral hemisphere', 1780), ('cortex of right cerebral hemisphere', 3387)]"
Coronal,166,256*128,"[('Unknown', 22687), ('white matter of left cerebral hemisphere', 1727), ('cortex of left cerebral hemisphere', 3281), ('white matter of right cerebral hemisphere', 1780), ('cortex of right cerebral hemisphere', 3293)]"
Coronal,167,256*128,"[('Unknown', 22873), ('white matter of left cerebral hemisphere', 1690), ('cortex of left cerebral hemisphere', 3234), ('white matter of right cerebral hemisphere', 1756), ('cortex of right cerebral hemisphere', 3215)]"
Coronal,168,256*128,"[('Unknown', 23099), ('white matter of left cerebral hemisphere', 1615), ('cortex of left cerebral hemisphere', 3225), ('white matter of right cerebral hemisphere', 1717), ('cortex of right cerebral hemisphere', 3112)]"
Coronal,169,256*128,"[('Unknown', 23276), ('white matter of left cerebral hemisphere', 1542), ('cortex of left cerebral hemisphere', 3206), ('white matter of right cerebral hemisphere', 1698), ('cortex of right cerebral hemisphere', 3046)]"
Coronal,170,256*128,"[('Unknown', 23442), ('white matter of left cerebral hemisphere', 1521), ('cortex of left cerebral hemisphere', 3128), ('white matter of right cerebral hemisphere', 1674), ('cortex of right cerebral hemisphere', 3003)]"
Coronal,171,256*128,"[('Unknown', 23664), ('white matter of left cerebral hemisphere', 1493), ('cortex of left cerebral hemisphere', 3040), ('white matter of right cerebral hemisphere', 1597), ('cortex of right cerebral hemisphere', 2974)]"
Coronal,172,256*128,"[('Unknown', 23937), ('white matter of left cerebral hemisphere', 1412), ('cortex of left cerebral hemisphere', 2950), ('white matter of right cerebral hemisphere', 1445), ('cortex of right cerebral hemisphere', 3024)]"
Coronal,173,256*128,"[('Unknown', 24188), ('white matter of left cerebral hemisphere', 1310), ('cortex of left cerebral hemisphere', 2925), ('white matter of right cerebral hemisphere', 1288), ('cortex of right cerebral hemisphere', 3057)]"
Coronal,174,256*128,"[('Unknown', 24408), ('white matter of left cerebral hemisphere', 1218), ('cortex of left cerebral hemisphere', 2914), ('white matter of right cerebral hemisphere', 1171), ('cortex of right cerebral hemisphere', 3057)]"
Coronal,175,256*128,"[('Unknown', 24686), ('white matter of left cerebral hemisphere', 1136), ('cortex of left cerebral hemisphere', 2877), ('white matter of right cerebral hemisphere', 1084), ('cortex of right cerebral hemisphere', 2985)]"
Coronal,176,256*128,"[('Unknown', 24991), ('white matter of left cerebral hemisphere', 1078), ('cortex of left cerebral hemisphere', 2801), ('white matter of right cerebral hemisphere', 994), ('cortex of right cerebral hemisphere', 2904)]"
Coronal,177,256*128,"[('Unknown', 25294), ('white matter of left cerebral hemisphere', 1052), ('cortex of left cerebral hemisphere', 2697), ('white matter of right cerebral hemisphere', 946), ('cortex of right cerebral hemisphere', 2779)]"
Coronal,178,256*128,"[('Unknown', 25563), ('white matter of left cerebral hemisphere', 993), ('cortex of left cerebral hemisphere', 2635), ('white matter of right cerebral hemisphere', 899), ('cortex of right cerebral hemisphere', 2678)]"
Coronal,179,256*128,"[('Unknown', 25849), ('white matter of left cerebral hemisphere', 897), ('cortex of left cerebral hemisphere', 2581), ('white matter of right cerebral hemisphere', 851), ('cortex of right cerebral hemisphere', 2590)]"
Coronal,180,256*128,"[('Unknown', 26120), ('white matter of left cerebral hemisphere', 822), ('cortex of left cerebral hemisphere', 2509), ('white matter of right cerebral hemisphere', 840), ('cortex of right cerebral hemisphere', 2477)]"
Coronal,181,256*128,"[('Unknown', 26408), ('white matter of left cerebral hemisphere', 739), ('cortex of left cerebral hemisphere', 2427), ('white matter of right cerebral hemisphere', 805), ('cortex of right cerebral hemisphere', 2389)]"
Coronal,182,256*128,"[('Unknown', 26761), ('white matter of left cerebral hemisphere', 678), ('cortex of left cerebral hemisphere', 2285), ('white matter of right cerebral hemisphere', 753), ('cortex of right cerebral hemisphere', 2291)]"
Coronal,183,256*128,"[('Unknown', 27142), ('white matter of left cerebral hemisphere', 631), ('cortex of left cerebral hemisphere', 2147), ('white matter of right cerebral hemisphere', 666), ('cortex of right cerebral hemisphere', 2182)]"
Coronal,184,256*128,"[('Unknown', 27477), ('white matter of left cerebral hemisphere', 549), ('cortex of left cerebral hemisphere', 2066), ('white matter of right cerebral hemisphere', 582), ('cortex of right cerebral hemisphere', 2094)]"
Coronal,185,256*128,"[('Unknown', 27789), ('white matter of left cerebral hemisphere', 476), ('cortex of left cerebral hemisphere', 2004), ('white matter of right cerebral hemisphere', 528), ('cortex of right cerebral hemisphere', 1971)]"
Coronal,186,256*128,"[('Unknown', 28118), ('white matter of left cerebral hemisphere', 409), ('cortex of left cerebral hemisphere', 1914), ('white matter of right cerebral hemisphere', 470), ('cortex of right cerebral hemisphere', 1857)]"
Coronal,187,256*128,"[('Unknown', 28475), ('white matter of left cerebral hemisphere', 361), ('cortex of left cerebral hemisphere', 1798), ('white matter of right cerebral hemisphere', 406), ('cortex of right cerebral hemisphere', 1728)]"
Coronal,188,256*128,"[('Unknown', 28870), ('white matter of left cerebral hemisphere', 276), ('cortex of left cerebral hemisphere', 1734), ('white matter of right cerebral hemisphere', 350), ('cortex of right cerebral hemisphere', 1538)]"
Coronal,189,256*128,"[('Unknown', 29236), ('white matter of left cerebral hemisphere', 235), ('cortex of left cerebral hemisphere', 1574), ('white matter of right cerebral hemisphere', 258), ('cortex of right cerebral hemisphere', 1465)]"
Coronal,190,256*128,"[('Unknown', 29657), ('white matter of left cerebral hemisphere', 195), ('cortex of left cerebral hemisphere', 1367), ('white matter of right cerebral hemisphere', 213), ('cortex of right cerebral hemisphere', 1336)]"
Coronal,191,256*128,"[('Unknown', 29992), ('white matter of left cerebral hemisphere', 131), ('cortex of left cerebral hemisphere', 1242), ('white matter of right cerebral hemisphere', 164), ('cortex of right cerebral hemisphere', 1239)]"
Coronal,192,256*128,"[('Unknown', 30362), ('white matter of left cerebral hemisphere', 78), ('cortex of left cerebral hemisphere', 1115), ('white matter of right cerebral hemisphere', 120), ('cortex of right cerebral hemisphere', 1093)]"
Coronal,193,256*128,"[('Unknown', 30828), ('white matter of left cerebral hemisphere', 39), ('cortex of left cerebral hemisphere', 914), ('white matter of right cerebral hemisphere', 74), ('cortex of right cerebral hemisphere', 913)]"
Coronal,194,256*128,"[('Unknown', 31216), ('white matter of left cerebral hemisphere', 25), ('cortex of left cerebral hemisphere', 764), ('white matter of right cerebral hemisphere', 36), ('cortex of right cerebral hemisphere', 727)]"
Coronal,195,256*128,"[('Unknown', 31591), ('white matter of left cerebral hemisphere', 10), ('cortex of left cerebral hemisphere', 580), ('white matter of right cerebral hemisphere', 13), ('cortex of right cerebral hemisphere', 574)]"
Coronal,196,256*128,"[('Unknown', 32028), ('cortex of left cerebral hemisphere', 360), ('cortex of right cerebral hemisphere', 380)]"
Coronal,197,256*128,"[('Unknown', 32342), ('cortex of left cerebral hemisphere', 191), ('cortex of right cerebral hemisphere', 235)]"
Coronal,198,256*128,"[('Unknown', 32529), ('cortex of left cerebral hemisphere', 117), ('cortex of right cerebral hemisphere', 122)]"
Coronal,199,256*128,"[('Unknown', 32669), ('cortex of left cerebral hemisphere', 63), ('cortex of right cerebral hemisphere', 36)]"
Coronal,200,256*128,"[('Unknown', 32764), ('cortex of left cerebral hemisphere', 2), ('cortex of right cerebral hemisphere', 2)]"
Coronal,201,256*128,"[('Unknown', 32768)]"
Coronal,202,256*128,"[('Unknown', 32768)]"
Coronal,203,256*128,"[('Unknown', 32768)]"
Coronal,204,256*128,"[('Unknown', 32768)]"
Coronal,205,256*128,"[('Unknown', 32768)]"
Coronal,206,256*128,"[('Unknown', 32768)]"
Coronal,207,256*128,"[('Unknown', 32768)]"
Coronal,208,256*128,"[('Unknown', 32768)]"
Coronal,209,256*128,"[('Unknown', 32768)]"
Coronal,210,256*128,"[('Unknown', 32768)]"
Coronal,211,256*128,"[('Unknown', 32768)]"
Coronal,212,256*128,"[('Unknown', 32768)]"
Coronal,213,256*128,"[('Unknown', 32768)]"
Coronal,214,256*128,"[('Unknown', 32768)]"
Coronal,215,256*128,"[('Unknown', 32768)]"
Coronal,216,256*128,"[('Unknown', 32768)]"
Coronal,217,256*128,"[('Unknown', 32768)]"
Coronal,218,256*128,"[('Unknown', 32768)]"
Coronal,219,256*128,"[('Unknown', 32768)]"
Coronal,220,256*128,"[('Unknown', 32768)]"
Coronal,221,256*128,"[('Unknown', 32768)]"
Coronal,222,256*128,"[('Unknown', 32768)]"
Coronal,223,256*128,"[('Unknown', 32768)]"
Coronal,224,256*128,"[('Unknown', 32768)]"
Coronal,225,256*128,"[('Unknown', 32768)]"
Coronal,226,256*128,"[('Unknown', 32768)]"
Coronal,227,256*128,"[('Unknown', 32768)]"
Coronal,228,256*128,"[('Unknown', 32768)]"
Coronal,229,256*128,"[('Unknown', 32768)]"
Coronal,230,256*128,"[('Unknown', 32768)]"
